従,(TÙNG - phục tùng)
縦,(TÙNG - trục tung)
得,(ĐẮC - đắc ý)
宣,(TUYÊN - tuyên truyền)
恒,(HẰNG - vĩnh hằng)
肖,(TIÊU - chân dung)
消,(TIÊU - tiêu trừ, xóa)
削,(TƯỚC - gọt)
宵,(TIÊU - buổi tối)
硝,(TIÊU - diêm tiêu)
鎖,(TỎA - phong tỏa)
慎,(THẬN - thận trọng)
投,(ĐẦU - đầu tư)
殺,(SÁT - sát hại)
具,(CỤ - công cụ)
真,(CHÂN - chân thật)
惧,(CỤ - sợ hãi)
鎮,(TRẤN - trấn áp)
役,(DỊCH - chiến dịch)
設,(THIẾT - thiết lập)
殿,(ĐIỆN - cung điện)
般,(BAN, BÀN - bình thường)
搬,(BAN, BÀN - vận chuyển)
盤,(BÀN - bàn tính)
殻,(XÁC - vỏ)
碑,(BI - bia mộ)
没,(MỘT - chìm đắm)
股,(CỔ - bẹn, háng)
疫,(DỊCH - bệnh dịch)
撃,(KÍCH - công kích)
卑,(TI - ti tiện)
穀,(CỐC - ngũ cốc)
累,(LỤY, LŨY - tích lũy)
塁,(LŨY - thành lũy)
采,(THÁI, THẢI - hái, ngắt)
菜,(THÁI - rau)
採,(THÁI - hái)
彩,(THÁI - sắc thái)
段,(ĐOẠN - giai đoạn)
鍛,(ĐOẠN - rèn luyện)
比,(TỈ - so sánh)
批,(PHÊ - phê bình)
昆,(CÔN - côn trùng)
混,(HỖN - hỗn loạn)
綿,(MIÊN - bông)
盾,(THUẪN - mâu thuẫn)
循,(TUẦN - tuần hoàn)
宅,(TRẠCH - nhà ở)
術,(THUẬT - nghệ thuật)
仙,(TIÊN - thần tiên)
錦,(CẨM - gấm)
串,(XUYẾN - xiên)
患,(HOẠN - bệnh hoạn)
託,(THÁC - ủy thác)
述,(THUẬT - trần thuật)
衡,(HÀNH - cân bằng)
峠,(ĐÈO - con đèo)
后,(HẬU - hoàng hậu)
皆,(GIAI - mọi người)
階,(GIAI - giai cấp)
諧,(HÀI - hài hòa)
戸,(HỘ - cánh cửa)
桁,(HÀNH - chữ số)
逓,(ĐỆ - đệ trình)
陛,(BỆ - bệ hạ)
楷,(GIAI - cây giai)
困,(KHỐN - khốn khổ)
団,(ĐOÀN - đoàn thể)
肩,(KIÊN - cái vai)
炉,(LÔ - cái lò)
啓,(KHẢI - sáng tỏ)
貴,(QUÝ - quý tộc)
遺,(DI - di chúc)
潰,(HỘI - nghiền nát)
囚,(TÙ - tù nhân)
菌,(KHUẨN - vi khuẩn)
育,(DỤC - giáo dục)
徹,(TRIỆT - triệt để)
撤,(TRIỆT - triệt bỏ)
棄,(KHÍ - bỏ)
噴,(PHÚN - phun ra)
憤,(PHẪN - phẫn nộ)
墳,(PHẦN - phần mộ)
泥,(NÊ - bùn đất)
計,(KẾ - kế hoạch)
針,(CHÂM - cái kim)
尿,(NIỆU - nước tiểu)
尾,(VĨ - cái đuôi)
尼,(NI - ni cô)
尻,(KHẢO - cái mông)
展,(TRIỂN - phát triển)
漏,(LẬU - rò rỉ)
汁,(TRÁP - nước súp)
缶,(PHẪU - cái lon)
謡,(DAO - ca dao)
揺,(DAO - dao động)
陶,(ĐÀO - đồ gốm)
任,(NHIỆM - trách nhiệm)
迅,(TẤN - nhanh chóng)
虫,(TRÙNG - côn trùng)
蛍,(HUỲNH - con đom đóm)
蛇,(XÀ - con rắn)
蚕,(TẰM - con tằm)
騒,(TAO - ồn ào)
賃,(NHÂM - thuê)
妊,(NHÂM - mang thai)
廷,(ĐÌNH - triều đình)
庭,(ĐÌNH - sân vườn)
艇,(ĐĨNH - thuyền nhỏ)
打,(ĐẢ - đánh)
繭,(KIẾN - kén tằm)
淫,(DÂM - dâm đãng)
丁,(ĐINH - can đinh)
町,(ĐINH - thị trấn)
頂,(ĐỈNH - đỉnh cao)
独,(ĐỘC - cô độc)
灯,(ĐĂNG - cái đèn)
釘,(ĐINH - đinh ốc)
訂,(ĐÍNH - đính chính)
寧,(NINH - lịch thiệp)
粛,(TÚC - nghiêm túc)
唐,(ĐƯỜNG - nhà đường)
庁,(SẢNH - đại sảnh)
貯,(TRỮ - tích trữ)
亭,(ĐÌNH - đình làng)
停,(ĐÌNH - đình chỉ)
逮,(ĐÃI - bắt)
隷,(LỆ - nô lệ)
糖,(ĐƯỜNG - chất đường)
庸,(DUNG - xoàng xĩnh)
之,(CHI - đây, này)
乏,(PHẠP - khốn cùng)
芝,(CHI - cỏ)
乙,(ẤT - can ất)
康,(KHANG - an khang)
崗,(CƯƠNG - sườn núi)
剛,(CƯƠNG - cứng)
鋼,(CƯƠNG - thép)
綱,(CƯƠNG - dây thừng)
甘,(CAM - ngọt)
紺,(CÁM - xanh sẫm)
某,(MÔ - nào đó)
媒,(MÔI - môi giới)
朴,(PHÁC, BỐC - chất phác)
訃,(PHÓ - cáo phó)
頃,(KHOẢNH - khoảnh khắc)
乞,(KHẤT - ăn xin)
謀,(MƯU - mưu mô)
卜,(BỐC - xem bói)
赴,(PHÓ - tới nhận chức)
未,(VỊ - cái cày)
耕,(CANH - canh tác)
傾,(KHUYNH - khuynh hướng)
煩,(PHIỀN - phiền não)
須,(TU - cần thiết)
享,(HƯỞNG - hưởng thụ)
郭,(QUÁCH - thành quách)
塾,(THỤC - tư thục)
耗,(HÁO - hao sút)
拝,(BÁI - khấn bái)
淳,(THUẦN - trong sạch)
醇,(THUẦN - rượu ngon)
孰,(THỤC - thuần thục)
傘,(TÁN - cái ô)
鬼,(QUỶ - con quỷ)
醜,(XÚ - xấu xí)
塊,(KHỐI - cục, tảng)
竜,(LONG - con rồng)
滝,(LẠNG - thác nước)
俺,(YÊM - ta đây)
爽,(SẢNG - sảng khoái)
璽,(TỈ - ngọc tỉ)
鬱,(UẤT - uất ức)
狂,(CUỒNG - cuồng nhiệt)
旺,(VƯỢNG - sáng sủa)
班,(BAN - nhóm)
潤,(NHUẬN - lợi nhuận)
命,(MỆNH - mệnh lệnh)
印,(ẤN - ấn tượng)
別,(BIỆT - phân biệt)
刷,(LOÁT - in ấn)
仁,(NHÂN - nhân sĩ)
全,(TOÀN - toàn bộ)
栓,(XUYÊN - nút chai)
罰,(PHẠT - hình phạt)
拐,(QUẢI - bắt cóc)
刈,(NGẢI - cắt cỏ)
又,(HỰU - lại nữa)
佐,(TÁ - đại tá)
抜,(BẠT - rút ra)
拓,(THÁC - khai thác)
科,(KHOA - khoa học)
料,(LIÊU - nguyên liệu)
勇,(DŨNG - dũng cảm)
双,(SONG - song sinh)
桑,(TANG - cây dâu)
暇,(HẠ - nhàn hạ)
触,(XÚC - tiếp xúc, sờ)
男,(NAM - đàn ông)
踊,(DŨNG - nhảy múa)
湧,(DŨNG - sôi sục)
用,(DỤNG - sử dụng)
備,(BỊ - chuẩn bị)
角,(GIÁC - góc, cái sừng)
解,(GIẢI - giải quyết)
材,(TÀI - tài liệu)
通,(THÔNG - giao thông)
痛,(THỐNG - đau đớn)
猟,(LIỆP - săn bắn)
斗,(ĐẤU - cái đấu)
才,(TÀI - thiên tài)
代,(ĐẠI - thời đại)
財,(TÀI - tài chính)
貸,(THẢI - cho vay)
渉,(THIỆP - can thiệp)
頻,(TẦN - tần suất)
鉛,(DUYÊN - chất chì)
造,(TẠO - sáng tạo)
袋,(ĐẠI - cái túi)
歩,(BỘ - đi bộ)
船,(THUYỀN - cái thuyền)
沿,(DUYÊN - men theo)
告,(CÁO - quảng cáo)
壮,(TRÁNG - cường tráng)
酷,(KHỐC - khốc liệt)
装,(TRANG - trang phục)
梨,(LÊ - quả lê)
痢,(LỊ - bệnh lị)
称,(XƯNG - xưng tên)
直,(Trực - Trực tiếp)
荘,(TRANG - trang trại)
利,(LỢI - tiện lợi)
留,(LƯU - lưu lại)
瑠,(LƯU - ngọc lưu ly)
貿,(MẬU - buôn bán)
現,(Hiện - Hiện thực)
値,(Trị - Giá trị)
置,(Trí - Đặt, để)
植,(Thực - Trồng cây)
殖,(Thực - Thực dân)
買,(Mãi - Mua)
唄,(Bài - Bài hát)
規,(Quy - Quy tắc)
寛,(Khoan - Khoan dung)
負,(Phụ - Thua)
敗,(Bại - Thất bại)
則,(Tắc - Quy tắc)
側,(Trắc - Phía)
員,(Viên - Nhân viên)
損,(Tổn - Tổn hại)
韻,(Vận - Vần điệu)
糸,(Mịch - Sợi tơ)
字,(Tự - Chữ)
学,(Học - Học sinh)
測,(Trắc - Đo đạc)
賛,(Tán - Tán thành)
質,(Chất - Chất lượng)
系,(Hệ - Hệ thống)
係,(Hệ - Quan hệ)
孫,(Tôn - Cháu)
乳,(Nhũ - Sữa)
生,(Sinh - Học sinh)
性,(Tính - Tính cách)
姓,(Tính - Họ)
牲,(Sinh - Hy sinh)
化,(Hóa - Biến hóa)
浮,(Phù - Nổi lên)
遜,(Tốn - Khiêm tốn)
索,(Tác - Tìm kiếm)
素,(Tố - Yếu tố)
麦,(Mạch - Lúa mạch)
星,(Tinh - Ngôi sao)
花,(Hoa - Bông hoa)
貨,(Hóa - Hàng hóa)
靴,(Ngoa - Giày dép)
連,(Liên - Liên lạc)
運,(Vận - Vận động)
軍,(Quân - Quân đội)
醒,(Tỉnh - Tỉnh cơn say)
産,(Sản - Sinh sản)
車,(Xa - Xe ôtô)
雨,(Vũ - Mưa)
雷,(Lôi - Sấm)
電,(Điện - Dòng điện)
雪,(Tuyết - Bông tuyết)
暫,(Tạm - Tạm thời)
漸,(Tiệm - Tiệm cận)
軸,(Trục - Cái trục xe)
陣,(Trận - Trận địa)
舌,(Thiệt - Cái lưỡi)
斬,(Trảm - Chém)
揮,(Huy - Chỉ huy)
輝,(Huy - Huy hoàng)
庫,(Khố - Kho)
乱,(Loạn - Hỗn loạn)
話,(Thoại - Hội thoại)
活,(Hoạt - Sinh hoạt)
侍,(Thị - Người hầu)
寺,(Tự - Chùa)
時,(Thời - Thời gian)
持,(Trì - Duy trì)
氷,(Băng - Đá)
括,(Quát - Bao quát)
待,(Đãi - Đợi)
特,(Đặc - Đặc biệt)
等,(Đẳng - Bình đẳng)
詩,(Thi - Thi ca)
永,(Vĩnh - Vĩnh cửu)
詠,(Vịnh - Ngâm thơ)
紳,(Thân - Đàn ông)
家,(Gia - Gia đình)
嫁,(Giá - Lấy chồng)
稼,(Giá - Kiếm tiền)
泳,(Vịnh - Bơi)
伸,(Thân - Dãn ra)
豚,(Đồn - Con lợn)
録,(Lục - Kỷ lục)
緑,(Lục - Xanh lá cây)
剥,(Bác - Bóc, gọt)
縁,(Duyên - Duyên số)
豪,(Hào - Hào hoa)
象,(Tượng - Con voi)
像,(Tượng - Hình tượng)
隊,(Đội - Bộ đội)
敏,(Mẫn - Mẫn cảm)
墜,(Truy - Rơi xuống)
逐,(Trục - Trục xuất)
塚,(Trùng - Đống đất)
遂,(Toại - Toại nguyện)
悔,(Vũ - Khinh thường)
繁,(Phồn - Phồn thịnh)
郎,(Lang - Con trai)
良,(Lương - Tốt)
食,(Thực - Ăn)
娘,(Nương - Con gái)
限,(Hạn - Giới hạn)
毒,(Độc - Thuốc độc)
廊,(Lang - Hành lang)
朗,(Lãng - Rõ ràng)
浪,(Lãng - Lãng tử)
狼,(Lang - Chó sói)
眼,(Nhãn - Nhãn cầu)
銀,(Ngân - Bạc)
痕,(Ngân - Vết sẹo)
恨,(Hận - Hận thù)
魚,(Ngư - Cá)
漁,(Ngư - Ngư nghiệp)
介,(Giới - Giới thiệu)
退,(Thoái - Rút lui)
爵,(Tước - Tước hầu)
根,(Căn - Gốc rễ)
郷,(Hương - Quê hương)
響,(Hưởng - Âm hưởng)
即,(Tức - Tức khắc)
界,(Giới - Thế giới)
野,(Dã - Hoang dã)
里,(Lí - Làng)
理,(Lí - Lí do)
鯉,(Lí - Cá chép)
黒,(Hắc - Màu đen)
節,(Tiết - Tiết kiệm)
埋,(Mai - Chôn)
量,(Lượng - Số lượng)
糧,(Lương - Lương thực)
裏,(Lí - Mặt trái)
墨,(Mặc - Mực đen)
童,(Đồng - Nhi đồng)
瞳,(Đồng - Đồng tử)
鐘,(Chung - Chuông)
首,(Thủ - Thủ tướng, cổ)
予,(Dự - Dự báo)
預,(Dự - Gửi)
黙,(Mặc - Lặng im)
厘,(Li - Một ít)
憧,(Sung - Mong ước)
道,(Đạo - Đường đi)
導,(Đạo - Chỉ đạo)
序,(Tự - Thứ tự)
行,(Hành - Đi)
友,(Hữu - Bạn bè)
有,(Hữu - Có)
図,(Đồ - Bản đồ)
円,(Viên - Tiền Yên, vòng tròn)
下,(Hạ - Bên dưới)
左,(Tả - Bên trái)
右,(Hữu - Bên phải)
母,(Mẫu - Mẹ)
日,(Nhật - Ngày)
月,(Nguyệt - Tháng, mặt trăng)
副,(Phó - Phó giám đốc)
相,(Tương/Tướng - Tương tự)
箱,(Tương - Cái hộp)
想,(Tưởng - Tưởng tượng)
先,(Tiên - Tiên sinh)
石,(Thạch - Đá)
福,(Phúc - Phúc lợi)
幅,(Phúc - Bề ngang)
富,(Phú - Phong phú)
霜,(Sương - Sương muối)
支,(Chi - Chi nhánh)
中,(Trung - Ở giữa)
忠,(Trung - Trung thành)
仲,(Trọng - Trọng tài)
文,(Văn - Văn học)
紋,(Văn - Hoa văn)
肢,(Chi - Tay chân)
枝,(Chi - Cành cây)
技,(Kĩ - Kĩ thuật)
沖,(Trùng - Rộng lớn)
伎,(Kĩ - Kĩ nghệ)
岐,(Kì - Phân nhánh)
蚊,(Văn - Con muỗi)
波,(Ba - Sóng)
皮,(Bì - Da)
疲,(Bì - Mệt mỏi)
彼,(Bỉ - Anh ấy)
妃,(Phi - Phi tần)
対,(Đối - Phản đối)
婆,(Bà - Bà già)
破,(Phá - Phá rách)
披,(Phi - Vạch ra)
被,(Bị - Bị hại)
起,(Khởi - Thức dậy)
己,(Kỉ - Bản thân)
紀,(Kỉ - Thế kỷ)
記,(Kỉ - Nhật ký)
効,(Hiệu - Hiệu quả)
父,(Phụ - Bố)
釜,(Phủ - Cái nồi)
改,(Cải - Cải cách)
配,(Phối - Chi phối)
忌,(Kị - Đố kỵ)
郊,(Giao - Ngoại ô)
絞,(Giảo - Vắt, thắt)
較,(Giác - So sánh)
交,(Giao - Giao lưu)
験,(Nghiệm - Thí nghiệm)
取,(Thủ - Lấy)
趣,(Thú - Hứng thú)
最,(Tối - Tối cao)
会,(Hội - Gặp gỡ)
校,(Hiệu - Trường học)
険,(Hiểm - Nguy hiểm)
倹,(Kiệm - Tiết kiệm)
検,(Kiểm - Kiểm tra)
撮,(Toát - Chụp ảnh)
剣,(Kiếm - Kiếm đạo)
絵,(Hội - Bức tranh)
伝,(Truyền - Tuyên truyền)
芸,(Nghệ, vân - Nghệ thuật)
雲,(Vân - Mây)
曇,(Đàm - Trời mây)
魂,(Hồn - Linh hồn)
転,(Chuyển - Chuyển động)
兄,(Huynh - Anh trai)
況,(Huống - Tình huống)
祝,(Chúc - Chúc mừng)
克,(Khắc - Khắc phục)
税,(Thuế - Tô thuế)
呪,(Chú - Thần chú)
党,(Đảng - Đảng phái)
競,(Cạnh - Cạnh tranh)
場,(Trường - Công trường)
傷,(Thương - Vết thương)
腸,(Tràng/Trường - Đại tràng)
鋭,(Nhuệ - Tinh nhuệ)
脱,(Thoát - Cởi bỏ)
説,(Thuyết - Diễn thuyết)
悦,(Duyệt - Mãn nguyện)
閲,(Duyệt - Kiểm duyệt)
湯,(Thang - Nước nóng)
酔,(Túy - Say)
粋,(Túy - Tinh túy)
砕,(Toái - Phá vỡ)
枠,(Khung - Cái khung)
影,(Ảnh - Ảo ảnh)
鯨,(Kinh - Cá voi)
陽,(Dương - Mặt trời)
揚,(Dương - Tuyên dương)
瘍,(Dương - Lở loét)
憬,(Cảnh - Cảnh tỉnh)
京,(Kinh - Kinh đô)
涼,(Lương - Mát mẻ)
景,(Cảnh - Cảnh sắc)
著,(Trứ - Trứ danh)
箸,(Trứ - Đôi đũa)
都,(Đô - Kinh đô)
緒,(Tự - Cùng nhau)
賭,(Đổ - Đánh bạc)
煮,(Chử - Đun nấu)
著,(Giả - Tác giả)
暑,(Thử - Sức nóng)
署,(Thự - Chức vụ)
責,(Trách - Trách nhiệm)
債,(Trái - Khoản nợ)
諸,(Chư - Chư hầu)
積,(Tích - Tích trữ)
漬,(Tí - Ngâm)
招,(Chiêu - Chiêu đãi)
重,(Trọng - Nặng)
種,(Chủng - Chủng loại)
績,(Tích - Thành tích)
召,(Triệu - Triệu tập)
紹介,(Thiệu - Giới thiệu)
超,(Siêu - Siêu phàm)
昭,(Chiêu - Sáng rõ)
照,(Chiêu - Chiếu sáng)
腫,(Thũng - Sưng lên)
衝,(Xung - Xung đột)
果,(Quả - Kết quả)
菓,(Quả - Bánh kẹo)
課,(Khóa - Khóa học)
裸,(Khỏa - Khỏa thân)
詔,(Chiêu - Chiếu chỉ)
沼,(Chiểu - Đầm lầy)
動,(Động - Chuyển động)
働,(Động - Lao động)
勲,(Huân - Huân chương)
薫,(Huân - Thơm)
古,(Cổ - Cũ)
故,(Cố - Sự cố)
固,(Cố - Kiên cố)
居,(Cư - Cư trú)
箇,(Cá - Số đếm)
枯,(Khô - Khô héo)
巣,(Sào - Tổ chim)
彙,(Vị - Cùng loại)
個,(Cá - Cá tính)
据,(Cư - Lắp đặt)
裾,(Cư - Vạt áo)
苦,(Khổ - Khốn khổ)
湖,(Hồ - Cái hồ)
前,(Tiền - Trước)
後,(Hậu - Sau)
気,(Khí - Nguyên khí)
汽,(Khí - Hơi nước)
人,(Nhân - Người)
東,(Đông - Phía Đông)
西,(Tây - Phía Tây)
南,(Nam - Phía Nam)
北,(Bắc - Phía Bắc)
天,(Thiên - Trời)
矢,(Thi - Mũi tên)
大,(Đại - To lớn)
犬,(Khuyển - Con chó)
太,(Thái - Béo)
俗,(Tục - Phong tục)
裕,(Dụ - Giàu có)
浴,(Dục - Tắm)
夫,(Phu - Chồng)
失,(Thất - Thất bại)
溶,(Dung - Dung dịch)
谷,(Cốc - Thung lũng)
欲,(Dục - Dục vọng)
容,(Dung - Nội dung)
怠,(Đãi - Lười biếng)
台,(Đài - Vũ đài)
冶,(Dã - Thợ rèn)
反,(Phản - Phản đối)
士,(Sĩ - Binh sĩ)
仕,(Sĩ - Công việc)
胎,(Thai - Bào thai)
始,(Thủy - Bắt đầu)
治,(Trị - Trị liệu)
返,(Phản - Trả lại)
坂,(Phản - Con dốc)
飯,(Phạn - Cơm)
志,(Chí - Ý chí)
服,(Phục - Đồng phục)
版,(Bản - Xuất bản)
仮,(Giả - Giả thuyết)
及,(Cập - Phổ cập)
周,(Chu - Chu vi)
誌,(Chí - Tạp chí)
報,(Báo - Báo cáo)
板,(Bản - Tấm bảng)
販,(Phiến - Buôn bán)
級,(Cấp - Cấp độ)
吸,(Hấp - Hô hấp, hút)
週,(Chu - Tuần)
調,(Điều - Điều tra)
貼,(Thiếp - Dán)
店,(Điếm - Cửa hàng)
粘,(Niêm - Dính)
鮮,(Tiên - Tươi sống)
扱,(Tráp - Đối xử)
彫,(Điêu - Điêu khắc)
占,(Chiêm - Chiếm lấy)
点,(Điểm - Điểm số)
養,(Dưỡng - Dinh dưỡng)
羊,(Dương - Con dê)
洋,(Dương - Đại dương)
祥,(Tường - Cát tường)
兆,(Triệu - 1000 tỷ)
跳,(Khiêu - Khiêu vũ)
眺,(Thiếu - Tầm nhìn)
白,(Bạch - Màu trắng)
詳,(Tường - Rõ ràng)
逃,(Đào - Đào tẩu)
桃,(Đào - Cây đào)
挑,(Khiêu - Khiêu khích)
迫,(Bách - Bí bách)
拍,(Phách - Vỗ tay)
伯,(Bá - Bá tước)
泊,(Bạc - Trọ lại)
舶,(Bạc - Tàu buôn)
原,(Nguyên - Nguyên nhân)
線,(Tuyến - Tuyến đường)
願,(Nguyện - Nguyện ước)
宿,(Túc - Tá túc)
縮,(Súc - Co lại)
泉,(Tuyền - Suối)
源,(Nguyên - Nguyên thủy)
腺,(Tuyến - Tuyến cơ thể)
売,(Mại - Bán)
兔,(Miễn - Miễn tội)
勉,(Miễn - Miễn cưỡng)
晩,(Vãn - Buổi tối)
次,(Thứ - Tiếp theo)
姿,(Tư - Tư thế)
資,(Tư - Đầu tư)
読,(Độc - Đọc)
続,(Tục - Tiếp tục)
逸,(Dật - Ẩn dật)
欠,(Khiếm - Khiếm khuyết)
飲,(Ẩm - Uống)
吹,(Xúy - Thổi)
諮,(Tư - Tư vấn)
恣,(Tứ - Ích kỷ)
茨,(Tì - Cỏ gai)
盗,(Đạo - Đạo tặc)
荷,(Hà - Hành lý)
歌,(Ca - Ca hát)
炊,(Xúy - Đun, nấu)
款,(Khoản - Điều khoản)
軟,(Nhuyễn - Mềm)
羨,(Tiện - Ham muốn)
可,(Khả - Khả năng)
苛,(Hà - Bắt nạt)
局,(Cục - Cục bộ)
何,(Hà - Cái gì)
未,(Vị - Vị thành niên)
味,(Vị - Hương vị)
妹,(Muội - Em gái)
昧,(Muội - Ngu muội)
河,(Hà - Sông)
半,(Bán - Một nửa)
伴,(Bạn - Bầu bạn)
畔,(Bạn - Bờ ruộng)
判,(Phán - Phán đoán)
魅,(Mị - Ma mị)
朱,(Chu - Sắc đỏ)
株,(Chu - Cổ phiếu)
殊,(Thù - Đặc thù)
詐,(Trá - Dối trá)
昨,(Tạc - Hôm qua)
搾,(Trá - Ép, vắt)
末,(Mạt - Cuối cùng)
抹,(Mạt - Mạt sát)
珠,(Châu - Châu báu)
作,(Tác - Tác giả)
酢,(Tạc - Giấm ăn)
早,(Tảo - Sớm)
方,(Phương - Phương hướng)
芳,(Phương - Thơm)
肪,(Phương - Mỡ)
妨,(Phương - Phương hại)
坊,(Phương - Phố phường)
紡,(Phương - Dệt vải)
草,(Thảo - Cỏ)
卓,(Trác - Cái bàn)
悼,(Điệu - Truy điệu)
訪,(Phỏng - Phỏng vấn)
放,(Phóng - Giải phóng)
倣,(Phỏng - Mô phỏng)
防,(Phòng - Phòng chống)
房,(Phòng - Căn phòng)
私,(Tư - Tôi)
仏,(Phật - Phật Giáo)
払,(Phất - Trả tiền)
夕,(Tịch - Chiều tối)
敷,(Phu - Trải, lát)
激,(Kích - Khích lệ)
傲,(Ngạo - Ngạo mạn)
傍,(Bàng - Bên cạnh)
広,(Quảng - Rộng lớn)
水,(Thủy - Nước)
風,(Phong - Gió)
和,(Hòa - Hòa bình)
田,(Điền - Ruộng)
子,(Tử - Con)
女,(Nữ - Phụ nữ)
物,(Vật - Động vật)
火,(Hỏa - Lửa)
木,(Mộc - Cây)
金,(Kim - Tiền, vàng)
山,(Sơn - Núi)
川,(Xuyên - Sông)
口,(Khẩu - Cái miệng)
手,(Thủ - Cái tay)
鉱,(Khoáng - Khoáng sản)
拡,(Khuếch - Khuếch đại)
姉,(Tỉ - Chị gái)
嗣,(Tự - Con cháu)
伺,(Tứ - Dò xét)
小,(Tiểu - Nhỏ)
市,(Thị - Thành phố)
柿,(Thị - Cây hồng)
肺,(Phế - Phổi)
司,(Ti - Quản lý)
詞,(Từ - Ca từ)
飼,(Tự - Nuôi)
自,(Tự - Tự tin)
息,(Tức - Hơi thở)
憩,(Khế - Nghỉ ngơi)
臭,(Xú - Hôi thối)
皿,(Mãnh - Cái đĩa)
嗅,(Khứu - Ngửi)
身,(Thân - Bản thân)
射,(Xạ - Bắn)
謝,(Tạ - Cảm tạ)
猛,(Mãnh - Mãnh liệt)
塩,(Diêm - Muối)
温,(Ôn - Ôn hòa, Ấm)
分,(Phân - Phân chia)
紛,(Phân - Lộn xộn)
雰,(Phân - Bầu không khí)
粉,(Phân - Bột)
今,(Kim - Bây giờ)
吟,(Ngâm - Ngâm thơ)
含,(Hàm - Nội hàm)
貪,(Tham - Tham lam)
令,(Lệnh - Mệnh lệnh)
貧,(Bần - Bần cùng, nghèo)
盆,(Bồn - Cái khay)
頒,(Ban, phân - Phân bố)
寡,(Quả - Quả phụ)
念,(Niệm - Kỉ niệm)
捻,(Niệm - Vặn, xoắn)
冷,(Lãnh - Lạnh)
領,(Lĩnh - Thủ lĩnh)
零,(Linh - Số 0)
工,(Công - Công nhân)
攻,(Công - Tấn công)
貢,(Cống - Cống hiến)
陰,(Âm - Âm u)
琴,(Cầm - Đàn)
齢,(Linh - Tuổi)
鈴,(Linh - Quả chuông)
功,(Công - Thành công)
空,(Không - Không khí)
紅,(Hồng - Hồng trà)
虹,(Hồng - Cầu vồng)
項,(Hạng - Hạng mục)
合,(Hợp - Hòa hợp)
拾,(Thập - Thu thập)
給,(Cấp - Cung cấp)
控,(Khống - Khống chế)
江,(Giang - Giang sơn)
是,(Thị - Thị phi)
堤,(Đê - Con đê)
題,(Đề - Vấn đề)
提,(Đề - Đề án)
答,(Đáp - Đáp án)
外,(Ngoại - Bên ngoài)
夢,(Mộng - Giấc mơ)
多,(Đa - Nhiều)
移,(Di - Di chuyển)
各,(Các - Các vị)
搭,(Đáp - Đưa lên)
塔,(Tháp - Cái tháp)
倉,(Thương - Thương khó)
創,(Sáng - Sáng tạo)
名,(Danh - Tên)
銘,(Minh - Khắc tên)
客,(Khách - Quý khách)
額,(Ngạch - Kim ngạch)
格,(Cách - Tính cách)
略,(Lược - Chiến lược)
絡,(Lạc - Liên lạc)
酪,(Lạc - Bơ lạc)
夜,(Dạ - Buổi đêm)
液,(Dịch - Dung dịch)
落,(Lạc - Rơi xuống)
賂,(Lộ - Hối lộ)
路,(Lộ - Con đường)
露,(Lộ - Sương mù)
閣,(Các - Nội các)
豆,(Đậu - Hạt đậu)
痘,(Đậu - Thủy đậu)
頭,(Đầu - Cái đầu)
短,(Đoản - Ngắn)
几,(Kỉ - Cái ghế)
登,(Đăng - Đăng ký)
澄,(Trừng - Làm sạch)
闘,(Đấu - Chiến đấu)
喜,(Hỉ - Vui mừng)
樹,(Thụ - Cổ thụ)
鼓,(Cổ - Cái trống)
机,(Kỉ, Cơ - Cái bàn)
肌,(Cơ - Da)
処,(Xử - Xử lý)
拠,(Cứ - Chứng cứ)
冗,(Nhũng - Trò đùa)
航,(Hàng - Hàng không)
膨,(Bành - Bành trướng)
飢,(Cơ - Đói)
汎,(Phiếm - Phù phiếm)
築,(Trúc - Kiến trúc)
抗,(Kháng - Kháng cự)
坑,(Khanh - Hố đào)
凡,(Phàm - Phi phàm)
帆,(Phàm - Thuyền buồm)
尺,(Xích - Cái thước)
駅,(Dịch - Nhà ga)
恐,(Khủng - Khủng hoảng)
釈,(Thích - Giải thích)
唱,(Xướng - Ca xướng)
晶,(Tinh - Kết tinh)
冒,(Mạo - Mạo hiểm)
帽,(Mạo - Mũ)
訳,(Dịch - Phiên dịch)
択,(Trạch - Tuyển chọn)
沢,(Trạch - Đầm nước)
昼,(Trú - Buổi trưa)
尽,(Tận - Tận cùng)
替,(Thế - Thay thế)
踏,(Đạp - Đạp đổ)
卒,(Tốt - Tốt nghiệp)
内,(Nội - Bên trong)
肉,(Nhục - Thịt)
毛,(Mao - Lông)
足,(Túc - Chân)
潜,(Tiềm - Tiềm ẩn)
冥,(Minh - U tối)
厚,(Hậu - Bề dày)
入,(Nhập - Đông đúc)
耳,(Nhĩ - Tai)
恥,(Sỉ - Xấu hổ)
走,(Tẩu - Chạy)
入,(Nhập - Đi vào)
社,(Xã - Xã hội)
光,(Quang - Sáng)
当,(Đương - Đương nhiên)
酒,(Tửu - Rượu)
心,(Tâm - Trái tim)
画,(Họa, hoạch - Họa sĩ)
回,(Hồi - Quay lại)
向,(Hướng - Hướng về)
馬,(Mã - Con ngựa)
座,(Tọa - Ngồi)
納,(Nạp - Nộp)
丙,(Bính - Can bính)
病,(Bệnh - Bệnh tật)
突,(Đột - Đột nhiên)
戻,(Lệ - Quay lại)
涙,(Lệ - Nước mắt)
挫,(Tỏa - Bẻ cong)
柄,(Bính - Cái chuôi)
姻,(Nhân - Hôn nhân)
