咽,(Yết - Cổ họng)
恩,(Ân - Ân nhân)
因,(Nhân - Nguyên nhân)
献,(Hiến - Hiến dâng)
然,(Nhiên - Tự nhiên)
燃,(Nhiên - Nhiên liệu)
獣,(Thú - Thú vật)
妖,(Yêu - Yêu quái)
笑,(Tiếu - Cười)
伏,(Phục - Phục kích)
状,(Trạng - Trạng thái)
獄,(Ngục - Địa ngục)
関,(Quan - Quan hệ)
送,(Tống - Gửi đi)
咲,(Tiếu - Nở hoa)
沃,(Ốc - Màu mỡ)
添,(Thiêm - Thêm vào)
知,(Tri - Tri thức)
智,(Trí - Trí tuệ)
痴,(Si - Ngu si)
少,(Thiếu - Thiếu số)
朕,(Trẫm - Xưng vua)
嫉,(Tật - Ghen ghét)
医,(Y - Y tế)
挨,(Ai - Chào hỏi)
疾,(Tật - Bệnh tật)
土,(Thổ - Đất)
秒,(Miểu - Giây)
妙,(Diệu - Kỳ diệu)
砂,(Sa - Cát)
省,(Tỉnh - Tỉnh lược)
賓,(Tân - Khách quý)
抄,(Sao - Sao chép)
吐,(Thổ - Thổ ra)
圧,(Áp - Áp lực)
粧,(Trang - Hóa trang)
沙,(Sa - Sa thải)
炒,(Sao - Xào)
劣,(Liệt - Yếu kém)
泌,(Bí - Tiết ra)
密,(Mật - Bí mật)
蜜,(Mật - Mật ong)
秘,(Bí - Bí mật)
力,(Lực - Sức lực)
労,(Lao - Lao động)
応,(Ứng - Phản ứng)
芯,(Tâm - Cái lõi)
必,(Tất - Tất yếu)
栃,(Dẻ - Hạt dẻ)
脅,(Hiếp - Ăn hiếp)
脇,(Hiếp - Cái nách)
筋,(Cân - Bắp thịt)
励,(Lệ - Khích lệ)
央,(Ương - Trung ương)
映,(Ánh - Phản ánh)
紙,(Chỉ - Tờ giấy)
婚,(Hôn - Kết hôn)
協,(Hiệp - Hiệp lực)
快,(Khoái - Khoái lạc)
英,(Anh - Tiếng Anh)
決,(Quyết - Quyết định)
受,(Thụ - Nhận)
授,(Thụ - Truyền thụ)
民,(Dân - Dân chúng)
眠,(Miên - Ngủ)
夏,(Hạ - Mùa hè)
憂,(Ưu - Buồn rầu)
優,(Ưu - Hiền lành)
面,(Diện - Màn hình)
愛,(Ái - Yêu)
曖,(Ái - Ái muội)
羽,(Vũ - Lông chim)
習,(Tập - Luyện tập)
翌,(Dực - Ngày mai)
扇,(Phiến - Cái quạt)
網,(Võng - Cái võng)
忙,(Mang - Bận rộn)
盲,(Manh - Mù)
望,(Vọng - Hy vọng)
園,(Viên - Công viên)
猿,(Viên - Con khỉ)
亡,(Vong - Chết)
忘,(Vong - Quên)
妄,(Vọng - Vọng tưởng)
還,(Hoàn - Hoàn trả)
遠,(Viễn - Xa)
環,(Hoàn - Vòng tròn)
錯,(Thác - Thác loạn)
措,(Thố - Trừ ra)
籍,(Tịch - Quốc tịch)
経,(Kinh - Kinh tế)
胸,(Hung - Ngực)
軽,(Khinh - Khinh suất)
昔,(Tích - Cổ tích)
惜,(Tích - Tiếc)
借,(Tá - Vay, mượn)
凶,(Hung - Hung ác)
径,(Kính - Bán kính)
脳,(Não - Não bộ)
怪,(Quái - Quái vật)
茎,(Hành - Cuống, cọng)
完,(Hoàn - Hoàn thành)
頑,(Ngoan - Ngoan cố)
嬢,(Nương - Cô gái)
譲,(Nhượng - Nhượng bộ)
悩,(Não - Phiền não)
元,(Nguyên - Nguyên khí)
院,(Viện - Bệnh viện)
玩,(Ngoạn - Du ngoạn)
冠,(Quán - Đứng đầu)
壌,(Nhượng - Thổ nhượng)
醸,(Nhượng - Lên men)
区,(Khu - Khu vực)
枢,(Xu - Khu trung tâm)
老,(Lão - Người già)
考,(Khảo - Suy nghĩ)
拷,(Khảo - Tra khảo)
殴,(Ẩu - Ẩu đả)
駆,(Khu - Tiến đến)
欧,(Âu - Châu Âu)
教,(Giáo - Giáo dục)
酵,(Diếu - Lên men)
孝,(Hiếu - Hiếu thảo)
片,(Phiến - Tấm, mảnh)
鼻,(Tị - Cái mũi)
竹,(Trúc - Tre)
村,(Thôn - Làng)
言,(Ngôn - Nói)
信,(Tín - Tin tưởng)
匹,(Thất - Đếm con vật)
刀,(Đao - Cái đao)
穴,(Huyệt - Cái lỗ)
貝,(Bối - Con sò)
氏,(Thị - Họ)
語,(Ngữ - Ngôn ngữ)
悟,(Ngộ - Giác ngộ)
苗,(Miêu - Cây non)
描,(Miêu - Miêu tả)
猫,(Miêu - Con mèo)
細胞,(Tế - Tế bào)
久,(Cửu - Vĩnh cửu)
畑,(Vườn - Ruộng hoa màu)
思,(Tư - Suy nghĩ)
恵,(Huệ - Ân huệ)
穂,(Tuệ - Bông lúa)
由,(Do - Tự do)
畝,(Mẫu - Mẫu ruộng)
袖,(Tụ - Tay áo)
笛,(Địch - Cái sáo)
黄,(Hoàng - Màu vàng)
横,(Hoành - Trục hoành)
曲,(Khúc - Khúc nhạc)
油,(Du - Dầu ăn)
宙,(Trụ - Vũ trụ)
抽,(Trừu - Trừu tượng)
届,(Giới - Gửi tới)
演,(Diễn - Diễn xuất)
豊,(Phong - Phong phú)
典,(Điển - Từ điển)
農,(Nông - Nông nghiệp)
濃,(Nông - Nồng đậm)
遭,(Tao - Bắt gặp)
博,(Bác - Bác học)
簿,(Bộ - Danh bạ)
艶,(Diễm - Diễm lệ)
曹,(Tào - Họ Tào)
槽,(Tào - Cái máng)
専,(Chuyên - Chuyên môn)
薄,(Bạc - Nhạt)
縛,(Phược - Buộc)
筆,(Bút - Cái bút)
津,(Tân - Thiên tân)
建,(Kiến - Kiến trúc)
青,(Thanh - Màu xanh)
清,(Thanh - Thanh khiết)
晴,(Tình - Trời nắng)
律,(Luật - Luật pháp)
書,(Thư - Viết)
健,(Kiện - Tráng kiện)
鍵,(Kiện - Chìa khóa)
情,(Tình - Tình cảm)
精,(Tinh - Tinh luyện)
羅,(La - La bàn)
堆,(Đôi - Chất đống)
焦,(Tiêu - Tiêu điểm)
雑,(Tạp - Tạp chí)
誰,(Thùy - Ai đó)
進,(Tiến - Tiến bộ)
唯,(Duy - Duy nhất)
維,(Duy - Duy trì)
礁,(Tiêu - Đá ngầm)
集,(Tập - Tập trung)
椎,(Chùy - Nện, đánh)
稚,(Trĩ - Ấu trĩ)
樵,(Tiêu - Tiêu phu)
確,(Xác - Chính xác)
奮,(Phấn - Hưng phấn)
奪,(Đoạt - Chiếm đoạt)
顧,(Cố - Hồi tưởng)
獲,(Hoạch - Săn bắt)
曜,(Diệu - Ngày)
躍,(Dược - Nhảy múa)
濯,(Trạc - Giặt giũ)
雇,(Cố - Thuê mướn)
隻,(Chích - Đếm tàu)
護,(Hộ - Bảo hộ)
観,(Quan - Quan sát)
権,(Quyền - Quyền lợi)
勧,(Khuyến - Khuyến khích)
雄,(Hùng - Giống đực)
離,(Li - Cách ly)
璃,(Li - Pha lê)
穫,(Hoạch - Thu hoạch)
歓,(Hoan - Hoan hỉ)
催,(Thôi - Thôi thúc)
擁,(Ủng - Ủng hộ)
雌,(Thư - Giống cái)
包,(Bao - Bao bọc)
泡,(Phao - Bọt nước)
砲,(Pháo - Pháo)
抱,(Bão - Ôm)
均,(Quân - Bình quân)
濁,(Trọc - Nước đục)
釣,(Điêu - Câu cá)
胞,(Bào - Tế bào)
飽,(Bão - No, bão hòa)
的,(Đích - Mục đích)
約,(Ước - Giao ước)
酌,(Chước - Chuốc rượu)
平,(Bình - Hòa bình)
評,(Bình - Bình luận)
坪,(Bình - Đo đất)
呼,(Hô - Hô hấp)
営,(Doanh - Kinh doanh)
休,(Hưu - Nghỉ ngơi)
林,(Lâm - Rừng thưa)
呂,(Lữ - Bồn tắm)
侶,(Lữ - Bạn)
宮,(Cung - Cung điện)
意,(Ý - Ý kiến)
本,(Bản - Sách)
体,(Thể - Cơ thể)
森,(Sâm - Rừng rậm)
保,(Bảo - Bảo hiểm)
億,(Ức - 100 triệu)
音,(Âm - Âm thanh)
暗,(Ám - Ám ảnh)
礎,(Sở - Cơ sở)
鉢,(Bát - Cái bát)
褒,(Bao - Khen ngợi)
憶,(Ức - Ký ức)
臆,(Ức - Rụt rè)
闇,(Ám - U ám)
床,(Sàng - Cái giường)
条件,(điều - Điều kiện)
杉,(Sam - Cây liễu sam)
牛,(Ngưu - Trâu)
件,(Kiện - Sự kiện)
栄,(Vinh - Vinh quang)
漆,(Tất - Cây sơn)
午,(Ngọ - Buổi trưa)
麻,(Ma - Cây lanh)
摩,(Ma - Ma sát)
磨,(Ma - Mài)
魔,(Ma - Ma quỷ)
呈,(Trình - Trình bày)
程,(Trình - Lộ trình)
聖,(Thánh - Thần thánh)
国,(Quốc - Quốc gia)
覚,(Giác - Nhớ ra)
皇,(Hoàng - Hoàng đế)
王,(Vương - Vua)
玉,(Ngọc - Viên ngọc)
宝,(Bảo - Bảo vật)
見,(Kiến - Nhìn)
目,(Mục - Mắt)
視,(Thị - Thị lực)
親,(Thân - Thân thích)
懸,(Huyền - Cố gắng)
算,(Toán - Tính toán)
県,(Huyện - Tỉnh)







































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































